player_name (draft/basic),draft_year (draft/basic),category (draft/basic),draft_team (draft/basic),draft_round (draft/basic),draft_pick (draft/basic),school (shared_basic),has_pre_draft,has_combine_data (combine),forty_yd_dash (combine),vertical_jump (combine),bench_press (combine),broad_jump (combine),three_cone_drill (combine),twenty_yd_shuttle (combine),has_forty_yd_dash (combine),has_vertical_jump (combine),has_bench_press (combine),has_broad_jump (combine),has_three_cone_drill (combine),has_twenty_yd_shuttle (combine),height_in (combine),weight_lb (combine),predraft_total_yards,predraft_total_tds,predraft_total_opportunities,predraft_yards_per_game_unified,predraft_tds_per_game_unified,predraft_opportunities_per_game_unified,predraft_yards_per_opportunity_unified,predraft_tds_per_opportunity_unified,avg_ppa_all (pre_draft),ppa_per_play (pre_draft),career_avg_ppa (pre_draft),career_total_ppa (pre_draft),age (post_draft),to (post_draft),games (post_draft),w_av (post_draft),dr_av (post_draft),car_av_filled (post_draft),allpro (post_draft),probowls (post_draft),hof (post_draft),seasons_started (post_draft),AV_year1 (post_draft),AV_year2 (post_draft),AV_year3 (post_draft),AV_year4 (post_draft),AV_4yr_sum (post_draft),AV_4yr_avg (post_draft),AV_4yr_avg_percentile (post_draft)
Haloti Ngata,2006,DL,bal,1,12,oregon,1,1,5.13,31.5,37,110,7.95,4.65,1,1,1,1,1,1,76,338,0,0,0,0,0,0,,,,,,,22,2018,180,100,92,125,2,5,FALSE,12,8,7,16,12,43,10.75,0.990410959
Ingle Martin,2006,QB,gnb,5,148,furman,0,1,4.71,36,,111,7.13,4.17,1,1,0,1,1,1,74,220,0,0,0,,,,,,,,,,24,2006,1,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Isaac Sowells,2006,OL,cle,4,112,indiana,1,1,5.15,28.5,20,101,8.13,4.98,1,1,1,1,1,1,75,324,0,0,0,0,0,0,,,,,,,24,2008,17,1,1,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.151785714
J.D. Runnels,2006,RB,chi,6,195,oklahoma,1,0,,,,,,,,,,,,,,,208,1,21,20.8,0.1,2.1,9.904761905,0.047619048,,,,,22,2006,2,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Jahri Evans,2006,OL,nor,4,108,bloomsburg,0,1,5.25,27,20,95,7.97,4.8,1,1,1,1,1,1,76,316,0,0,0,,,,,,,,,,23,2017,183,114,110,145,4,6,FALSE,12,8,9,11,18,46,11.5,0.992559524
Jamar Williams,2006,LB,chi,4,120,arizona st.,1,1,4.59,37,,120,7.03,4.29,1,1,0,1,1,1,72,236,0,0,0,0,0,0,,,,,,,22,2010,54,5,5,5,0,0,FALSE,0,0,2,1,2,5,1.25,0.413441955
James Anderson,2006,LB,car,3,88,virginia tech,1,1,4.59,41,,121,6.67,4.07,1,1,0,1,1,1,75,229,0,0,0,0,0,0,,,,,,,22,2015,123,31,25,35,0,0,FALSE,4,2,1,1,5,9,2.25,0.568228106
James Wyche,2006,DL,jax,7,213,syracuse,1,1,4.63,33,27,116,7.75,4.51,1,1,1,1,1,1,77,262,0,0,0,0,0,0,,,,,,,24,2009,3,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.066997519
Jarrad Page,2006,DB,kan,7,228,ucla,1,1,4.63,38,,127,6.68,4.14,1,1,0,1,1,1,72,239,38,0,1,3.166666667,0,0.083333333,38,0,,,,,21,2011,74,18,16,20,0,0,FALSE,2,3,7,5,2,17,4.25,0.789617486
Jason Allen,2006,DB,mia,1,16,tennessee,1,1,4.39,39.5,17,131,6.75,3.81,1,1,1,1,1,1,73,209,0,0,0,0,0,0,,,,,,,23,2012,98,13,9,14,0,0,FALSE,1,1,3,2,1,7,1.75,0.534836066
Jason Avant,2006,WR,phi,4,109,michigan,1,1,4.62,37,20,118,,,1,1,1,1,0,0,72,212,1007,8,82,83.91666667,0.666666667,6.833333333,12.2804878,0.097560976,,,,,23,2015,148,29,25,35,0,0,FALSE,3,1,2,3,6,12,3,0.681109185
Jason Hatcher,2006,DL,dal,3,92,grambling st.,0,1,4.82,35.5,28,113,7.67,4.49,1,1,1,1,1,1,78,284,0,0,0,,,,,,,,,,24,2015,147,34,23,39,0,1,FALSE,5,1,2,1,2,6,1.5,0.470223325
Jason Pociask,2006,TE,nyj,5,150,wisconsin,1,1,4.84,32.5,23,115,7.31,4.3,1,1,1,1,1,1,75,266,79,0,7,8.777777778,0,0.777777778,11.28571429,0,,,,,23,2007,4,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.141263941
Jason Spitz,2006,OL,gnb,3,75,louisville,1,1,5.4,28.5,25,102,7.82,4.55,1,1,1,1,1,1,75,313,0,0,0,0,0,0,,,,,,,23,2011,75,24,24,26,0,0,FALSE,3,5,7,9,3,24,6,0.827083333
Jay Cutler,2006,QB,den,1,11,vanderbilt,1,1,4.77,,23,,7.1,4.26,1,0,1,0,1,1,75,226,3288,22,568,298.9090909,2,51.63636364,5.788732394,0.038732394,,,,,23,2017,153,86,28,109,0,1,FALSE,10,3,12,15,10,40,10,0.912442396
Jeff King,2006,TE,car,5,155,virginia tech,1,1,4.83,32.5,21,109,6.99,4.09,1,1,1,1,1,1,77,245,292,6,26,24.33333333,0.5,2.166666667,11.23076923,0.230769231,,,,,23,2012,108,10,8,11,0,0,FALSE,6,0,3,2,2,7,1.75,0.678438662
Jeff Webb,2006,WR,kan,6,190,san diego st.,0,1,4.4,37,,126,6.81,4.08,1,1,0,1,1,1,74,211,0,0,0,,,,,,,,,,24,2008,31,2,2,2,0,0,FALSE,0,0,2,0,0,2,0.5,0.363084922
Jeremy Mincey,2006,DL,nwe,6,191,florida,1,1,4.76,33.5,27,116,6.99,4.25,1,1,1,1,1,1,75,259,0,0,0,0,0,0,,,,,,,22,2015,96,29,,32,0,0,FALSE,4,0,1,0,0,1,0.25,0.183622829
Jeremy Trueblood,2006,OL,tam,2,59,boston col.,1,1,5.25,27.5,20,96,7.82,4.68,1,1,1,1,1,1,80,316,0,0,0,0,0,0,,,,,,,23,2013,116,35,31,40,0,0,FALSE,6,4,8,7,5,24,6,0.782738095
Jerious Norwood,2006,RB,atl,3,79,mississippi st.,1,1,4.4,36.5,15,122,6.81,4.25,1,1,1,1,1,1,72,210,1232,8,210,112,0.727272727,19.09090909,5.866666667,0.038095238,,,,,23,2011,66,20,20,21,0,0,FALSE,0,5,5,7,4,21,5.25,0.801075269
Jerome Harrison,2006,RB,cle,5,145,washington st.,1,1,4.47,34.5,19,124,6.77,4.07,1,1,1,1,1,1,69,201,2106,17,332,191.4545455,1.545454545,30.18181818,6.343373494,0.051204819,,,,,23,2011,63,12,10,13,0,0,FALSE,0,1,1,2,6,10,2.5,0.591397849
Jeromey Clary,2006,OL,sdg,6,187,kansas st.,1,1,5.28,26,24,102,7.8,4.63,1,1,1,1,1,1,78,309,-9,0,0,-1.8,0,0,,,,,,,22,2013,103,47,47,53,0,0,FALSE,6,0,3,10,6,19,4.75,0.665178571
Jesse Mahelona,2006,DL,ten,5,169,tennessee,1,1,5.37,,,,,,1,0,0,0,0,0,72,311,0,0,0,0,0,0,,,,,,,23,2007,11,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15890411
Jimmy Williams,2006,DB,atl,2,37,virginia tech,1,1,4.44,,,,,,1,0,0,0,0,0,74,213,0,0,0,0,0,0,,,,,,,22,2007,27,5,5,15,0,0,FALSE,0,4,2,0,0,6,1.5,0.491120219
Joe Klopfenstein,2006,TE,stl,2,46,colorado,1,1,4.63,36,27,112,7.39,4.21,1,1,1,1,1,1,78,255,468,4,33,36,0.307692308,2.538461538,14.18181818,0.121212121,,,,,22,2009,49,3,3,3,0,0,FALSE,3,2,0,1,0,3,0.75,0.518587361
John McCargo,2006,DL,buf,1,26,north carolina st.,1,1,5.15,30.5,25,110,7.79,4.48,1,1,1,1,1,1,73,302,0,0,0,0,0,0,,,,,,,23,2011,44,4,4,4,0,0,FALSE,0,1,2,0,1,4,1,0.332876712
Johnathan Joseph,2006,DB,cin,1,24,south carolina,0,1,4.31,37,15,123,6.92,4.23,1,1,1,1,1,1,71,193,0,0,0,,,,,,,,,,22,2020,211,67,19,91,0,2,FALSE,15,4,6,4,8,22,5.5,0.890027322
Johnny Jolly,2006,DL,gnb,6,183,texas aandm,1,1,5.41,,,104,,,1,0,0,1,0,0,75,317,0,0,0,0,0,0,,,,,,,23,2013,61,21,21,22,0,0,FALSE,3,0,4,6,8,18,4.5,0.798630137
Jon Alston,2006,LB,stl,3,77,stanford,1,1,4.5,40,30,132,6.9,4.13,1,1,1,1,1,1,73,223,0,0,0,0,0,0,,,,,,,23,2009,39,5,0,5,0,0,FALSE,0,0,1,2,2,5,1.25,0.413441955
Jonathan Lewis,2006,DL,ari,6,177,virginia tech,1,1,4.97,33.5,24,111,7.4,4.4,1,1,1,1,1,1,73,309,0,0,0,0,0,0,,,,,,,22,2006,4,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.061643836
Jonathan Scott,2006,OL,det,5,141,texas,1,1,5.32,24.5,,101,7.73,4.85,1,1,0,1,1,1,78,315,0,0,0,0,0,0,,,,,,,23,2014,71,17,4,19,0,0,FALSE,1,3,2,0,3,8,2,0.430059524
Joseph Addai,2006,RB,ind,1,30,lsu,1,1,4.4,38.5,18,125,7.09,4.47,1,1,1,1,1,1,71,214,1091,10,207,83.92307692,0.769230769,15.92307692,5.270531401,0.048309179,,,,,23,2011,78,50,50,54,0,1,FALSE,4,15,14,7,10,46,11.5,0.975806452
Julian Jenkins,2006,DL,tam,5,156,stanford,1,1,5.03,34.5,25,110,7.11,4.23,1,1,1,1,1,1,76,277,0,0,0,0,0,0,,,,,,,22,2006,12,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.183622829
Justin Hamilton,2006,RB,cle,7,222,virginia tech,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2008,12,1,1,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.216397849
Kamerion Wimbley,2006,DL,cle,1,13,florida st.,1,1,4.61,38.5,24,129,6.97,4.48,1,1,1,1,1,1,76,248,0,0,0,0,0,0,,,,,,,22,2014,140,44,24,53,0,0,FALSE,8,8,6,7,6,27,6.75,0.913151365
Kedric Golston,2006,DL,was,6,196,georgia,1,1,4.88,33,31,111,7.6,4.45,1,1,1,1,1,1,76,300,0,0,0,0,0,0,,,,,,,23,2016,142,27,27,31,0,0,FALSE,4,5,2,7,3,17,4.25,0.782191781
Keith Ellison,2006,LB,buf,6,178,oregon st.,1,1,4.76,32.5,24,115,7.22,4.16,1,1,1,1,1,1,73,235,0,0,0,0,0,0,,,,,,,22,2010,58,19,19,20,0,0,FALSE,3,4,4,7,4,19,4.75,0.767820774
Kellen Clemens,2006,QB,nyj,2,49,oregon,1,1,4.89,,,,,,1,0,0,0,0,0,74,224,2634,19,358,329.25,2.375,44.75,7.357541899,0.053072626,,,,,23,2017,64,10,3,10,0,0,FALSE,2,0,3,0,0,3,0.75,0.497695853
Kelly Jennings,2006,DB,sea,1,31,miami (fl),1,1,4.39,40,,120,,4,1,1,0,1,0,1,71,178,0,0,0,0,0,0,,,,,,,23,2011,91,18,17,19,0,0,FALSE,2,2,6,2,3,13,3.25,0.705601093
Kevin Boothe,2006,OL,oak,6,176,cornell,0,1,5.41,31.5,23,98,8.36,5.07,1,1,1,1,1,1,77,316,0,0,0,,,,,,,,,,23,2014,114,27,3,30,0,0,FALSE,4,3,0,1,3,7,1.75,0.392857143
Ko Simpson,2006,DB,buf,4,105,south carolina,1,1,4.45,40.5,11,122,7.09,4.17,1,1,1,1,1,1,73,209,0,0,0,0,0,0,,,,,,,22,2009,41,12,10,12,0,0,FALSE,2,6,0,4,2,12,3,0.68510929
Kyle Williams,2006,DL,buf,5,134,lsu,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2018,183,79,79,110,0,6,FALSE,11,6,7,8,8,29,7.25,0.936986301
LaJuan Ramsey,2006,DL,phi,6,204,usc,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,22,2009,34,4,2,4,0,0,FALSE,0,1,1,0,2,4,1,0.332876712
Laurence Maroney,2006,RB,nwe,1,21,minnesota,1,1,4.48,,,,,,1,0,0,0,0,0,72,217,1634,11,299,148.5454545,1,27.18181818,5.464882943,0.036789298,,,,,21,2010,49,26,25,27,0,0,FALSE,0,8,10,1,7,26,6.5,0.85483871
Lawrence Vickers,2006,RB,cle,6,180,colorado,1,1,4.82,30.5,21,104,7.74,4.63,1,1,1,1,1,1,72,245,410,11,99,31.53846154,0.846153846,7.615384615,4.141414141,0.111111111,,,,,23,2012,106,3,2,3,0,0,FALSE,3,0,1,1,0,2,0.5,0.755319149
Le Kevin Smith,2006,DL,nwe,6,206,nebraska,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,24,2010,45,5,3,5,0,0,FALSE,0,0,1,2,2,5,1.25,0.394520548
LenDale White,2006,RB,ten,2,45,usc,1,1,4.49,,,,,,1,0,0,0,0,0,72,238,1521,26,211,117,2,16.23076923,7.208530806,0.123222749,,,,,21,2009,58,14,14,15,0,0,FALSE,1,2,7,4,2,15,3.75,0.708333333
Leon Washington,2006,RB,nyj,4,117,florida st.,1,1,4.42,32.5,17,105,6.94,4.37,1,1,1,1,1,1,68,201,697,4,122,63.36363636,0.363636364,11.09090909,5.713114754,0.032786885,,,,,24,2014,126,30,23,34,1,2,FALSE,1,7,7,8,3,25,6.25,0.841397849
Leon Williams,2006,LB,cle,4,110,miami (fl),1,1,4.54,,25,,,,1,0,1,0,0,0,75,245,0,0,0,0,0,0,,,,,,,23,2012,61,9,8,9,0,0,FALSE,0,2,5,1,0,8,2,0.530549898
Leonard Pope,2006,TE,ari,3,72,georgia,1,1,4.62,37.5,22,118,7.47,4.67,1,1,1,1,1,1,80,258,541,4,39,45.08333333,0.333333333,3.25,13.87179487,0.102564103,,,,,22,2012,103,6,4,7,0,0,FALSE,4,1,2,1,1,5,1.25,0.600371747
Manny Lawson,2006,DL,sfo,1,22,north carolina st.,1,0,4.43,39.5,23,124,6.9,4.18,1,1,1,1,1,1,77,241,0,0,0,0,0,0,,,,,,,22,2015,143,47,23,57,0,0,FALSE,7,5,1,5,9,20,5,0.810173697
Marcedes Lewis,2006,TE,jax,1,28,ucla,1,1,4.8,37,23,118,7.24,4.82,1,1,1,1,1,1,78,261,741,10,58,61.75,0.833333333,4.833333333,12.77586207,0.172413793,,,,,22,2022,251,35,33,42,0,1,FALSE,15,1,5,4,5,15,3.75,0.851301115
Marcus Hudson,2006,DB,sfo,6,192,north carolina st.,1,1,4.55,,11,,,,1,0,1,0,0,0,73,194,0,0,0,0,0,0,,,,,,,23,2010,62,5,4,5,0,0,FALSE,0,1,1,1,1,4,1,0.369535519
Marcus Maxey,2006,DB,kan,5,154,miami (fl),1,1,4.48,41.5,14,129,,,1,1,1,1,0,0,73,198,0,0,0,0,0,0,,,,,,,23,2006,2,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.05942623
Marcus McNeill,2006,OL,sdg,2,50,auburn,1,1,5.07,31,,98,8.19,5,1,1,0,1,1,1,80,336,0,0,0,0,0,0,,,,,,,22,2011,82,48,48,53,0,2,FALSE,6,13,9,9,10,41,10.25,0.977678571
Mario Williams,2006,DL,hou,1,1,north carolina st.,1,1,4.7,40.5,35,120,7.19,4.36,1,1,1,1,1,1,79,295,0,0,0,0,0,0,,,,,,,21,2016,158,79,36,95,1,4,FALSE,9,6,11,10,11,38,9.5,0.982630273
Mark Anderson,2006,DL,chi,5,159,alabama,1,1,4.62,42,20,127,6.95,4.22,1,1,1,1,1,1,76,254,0,0,0,0,0,0,,,,,,,23,2012,98,21,15,23,0,0,FALSE,1,4,7,2,2,15,3.75,0.713399504
Mark Setterstrom,2006,OL,stl,7,242,minnesota,1,1,5.38,26.5,19,100,7.63,4.53,1,1,1,1,1,1,76,314,0,0,0,0,0,0,,,,,,,22,2009,19,5,5,5,0,0,FALSE,0,3,1,0,1,5,1.25,0.364583333
Marques Colston,2006,WR,nor,7,252,hofstra,0,1,4.5,37,16,123,6.94,4.43,1,1,1,1,1,1,77,224,0,0,0,,,,,,,,,,23,2015,146,72,72,89,0,0,FALSE,7,10,11,7,11,39,9.75,0.985268631
Marques Hagans,2006,WR,stl,5,144,virginia,1,0,4.67,35,,114,7.03,4.38,1,1,0,1,1,1,69,202,2809,17,459,234.0833333,1.416666667,38.25,6.119825708,0.037037037,,,,,23,2008,6,1,1,1,0,0,FALSE,0,0,1,0,0,1,0.25,0.280762565
Mathias Kiwanuka,2006,DL,nyg,1,32,boston col.,1,1,4.7,32,17,120,7.27,4.13,1,1,1,1,1,1,78,266,0,0,0,0,0,0,,,,,,,23,2014,120,37,37,43,0,0,FALSE,5,5,4,9,3,21,5.25,0.82630273
Matt Leinart,2006,QB,ari,1,10,usc,1,1,4.9,,,,,,1,0,0,0,0,0,77,223,3862,34,483,297.0769231,2.615384615,37.15384615,7.995859213,0.070393375,,,,,23,2012,33,12,12,12,0,0,FALSE,1,8,2,1,1,12,3,0.693548387
Maurice Jones-Drew,2006,RB,jax,2,60,ucla,0,1,4.39,36,18,116,7.08,4.38,1,1,1,1,1,1,67,207,0,0,0,,,,,,,,,,21,2014,126,74,73,86,1,3,FALSE,4,13,13,10,13,49,12.25,0.981182796
Maurice Stovall,2006,WR,tam,3,90,notre dame,1,1,4.57,35,,122,6.81,4.14,1,1,0,1,1,1,76,217,1150,11,71,95.83333333,0.916666667,5.916666667,16.1971831,0.154929577,,,,,21,2012,81,5,5,5,0,0,FALSE,0,1,1,0,2,4,1,0.464471404
Max Jean-Gilles,2006,OL,phi,4,99,georgia,1,1,5.48,24.5,27,95,8.56,5.08,1,1,1,1,1,1,76,355,0,0,0,0,0,0,,,,,,,22,2010,42,14,14,15,0,0,FALSE,2,0,1,5,3,9,2.25,0.533333333
Melvin Oliver,2006,DL,sfo,6,197,lsu,1,1,5.08,,,,,,1,0,0,0,0,0,75,276,0,0,0,0,0,0,,,,,,,23,2006,16,5,5,5,0,0,FALSE,1,5,0,0,0,5,1.25,0.418114144
Michael Huff,2006,DB,oak,1,7,texas,1,1,4.34,40.5,21,125,,,1,1,1,1,0,0,72,204,0,0,0,0,0,0,,,,,,,23,2013,118,33,33,38,0,0,FALSE,6,5,7,3,5,20,5,0.862021858
Michael Robinson,2006,WR,sfo,4,100,penn st.,1,1,4.57,,,,,,1,0,0,0,0,0,73,227,3156,28,474,263,2.333333333,39.5,6.658227848,0.05907173,,,,,23,2013,112,7,4,8,0,1,FALSE,1,1,1,2,0,4,1,0.464471404
Michael Toudouze,2006,OL,ind,5,162,tcu,1,1,5.12,26.5,23,100,7.45,4.7,1,1,1,1,1,1,78,303,0,0,0,0,0,0,,,,,,,23,2011,9,1,1,1,0,0,FALSE,0,0,0,0,1,1,0.25,0.204166667
Mike Hass,2006,WR,nor,6,171,oregon st.,1,1,4.59,32,,116,6.97,4.14,1,1,0,1,1,1,73,208,1550,6,92,140.9090909,0.545454545,8.363636364,16.84782609,0.065217391,,,,,23,2009,2,0,,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Montavious Stanley,2006,DL,dal,6,182,louisville,1,1,5.12,29,,106,8.06,4.6,1,1,0,1,1,1,74,313,0,0,0,0,0,0,,,,,,,24,2009,33,5,,5,0,0,FALSE,0,0,4,0,1,5,1.25,0.394520548
Nate Salley,2006,DB,car,4,121,ohio st.,1,1,4.63,40,14,123,6.79,4.15,1,1,1,1,1,1,74,216,0,0,0,0,0,0,,,,,,,22,2008,24,1,1,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.164617486
Nick Mangold,2006,OL,nyj,1,29,ohio st.,0,1,5.05,27.5,24,104,7.47,4.36,1,1,1,1,1,1,76,300,0,0,0,,,,,,,,,,22,2016,164,73,73,91,2,7,FALSE,11,9,7,10,11,37,9.25,0.981308411
Omar Gaither,2006,LB,phi,5,168,tennessee,1,1,4.78,37,23,116,7.31,4.28,1,1,1,1,1,1,73,234,0,0,0,0,0,0,,,,,,,22,2013,92,25,22,28,0,0,FALSE,2,4,8,7,2,21,5.25,0.800407332
Orien Harris,2006,DL,pit,4,133,miami (fl),1,1,5.27,,25,,,,1,0,1,0,0,0,75,301,0,0,0,0,0,0,,,,,,,23,2009,20,1,,1,0,0,FALSE,0,0,0,1,0,1,0.25,0.15890411
Owen Daniels,2006,TE,hou,4,98,wisconsin,1,1,4.65,34.5,23,114,6.87,4.1,1,1,1,1,1,1,75,253,268,4,22,24.36363636,0.363636364,2,12.18181818,0.181818182,,,,,23,2015,131,41,35,49,0,2,FALSE,9,3,7,8,5,23,5.75,0.966542751
P.J. Daniels,2006,RB,bal,4,132,georgia tech,1,1,4.64,33,21,116,7.13,4.4,1,1,1,1,1,1,70,214,1104,4,220,100.3636364,0.363636364,20,5.018181818,0.018181818,,,,,23,,,,,0,0,0,FALSE,0,0,0,0,0,0,0,0.092741935
Parys Haralson,2006,DL,sfo,5,140,tennessee,1,1,4.8,32,24,115,7.37,4.26,1,1,1,1,1,1,73,253,0,0,0,0,0,0,,,,,,,22,2014,118,38,31,44,0,0,FALSE,7,0,5,5,9,19,4.75,0.789081886
Pat McQuistan,2006,OL,dal,7,211,weber st.,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,23,2012,72,8,3,9,0,0,FALSE,0,0,1,1,1,3,0.75,0.258928571
Pat Watkins,2006,DB,dal,5,138,florida st.,1,1,4.42,41,14,133,,,1,1,1,1,0,0,77,211,0,0,0,0,0,0,,,,,,,23,2010,53,6,6,6,0,0,FALSE,1,4,1,0,1,6,1.5,0.491120219
Paul McQuistan,2006,OL,oak,3,69,weber st.,0,1,5.07,29.5,28,110,7.72,4.62,1,1,1,1,1,1,78,312,0,0,0,,,,,,,,,,23,2014,97,24,4,26,0,0,FALSE,2,2,3,0,0,5,1.25,0.345238095
Quinn Ojinnaka,2006,OL,atl,5,139,syracuse,1,1,5.44,28.5,21,102,8.45,5.11,1,1,1,1,1,1,77,309,0,0,0,0,0,0,,,,,,,22,2012,62,11,8,12,0,0,FALSE,2,1,3,1,3,8,2,0.4875
Quinn Sypniewski,2006,TE,bal,5,166,colorado,1,1,4.77,32.5,20,114,7.09,4.52,1,1,1,1,1,1,78,268,447,5,29,37.25,0.416666667,2.416666667,15.4137931,0.172413793,,,,,24,2007,31,2,2,2,0,0,FALSE,1,0,2,0,0,2,0.5,0.431226766
Quinton Ganther,2006,RB,ten,7,246,utah,1,1,4.5,35,29,119,7.19,,1,1,1,1,1,0,69,218,1434,8,231,130.3636364,0.727272727,21,6.207792208,0.034632035,,,,,22,2010,36,3,1,3,0,0,FALSE,0,0,0,1,2,3,0.75,0.333333333
Rashad Butler,2006,OL,car,3,89,miami (fl),1,1,5.3,28,16,106,7.9,4.55,1,1,1,1,1,1,77,293,0,0,0,0,0,0,,,,,,,23,2013,51,7,,7,0,0,FALSE,0,0,1,0,1,2,0.5,0.203869048
Ray Edwards,2006,DL,min,4,127,purdue,1,1,4.81,39,30,114,7.71,4.57,1,1,1,1,1,1,77,273,0,0,0,0,0,0,,,,,,,21,2012,97,37,28,42,0,0,FALSE,5,2,6,8,8,24,6,0.866004963
Reed Doughty,2006,DB,was,6,173,northern colorado,0,1,4.65,37,15,121,6.66,4.17,1,1,1,1,1,1,72,209,0,0,0,,,,,,,,,,23,2013,107,20,20,23,0,0,FALSE,3,1,3,1,4,9,2.25,0.602459016
Reggie Bush,2006,RB,nor,1,2,usc,1,1,4.37,,,,,,1,0,0,0,0,0,71,201,2218,18,239,170.6153846,1.384615385,18.38461538,9.280334728,0.075313808,,,,,21,2016,134,61,34,72,0,0,FALSE,8,12,8,10,6,36,9,0.931451613
Reggie McNeal,2006,QB,cin,6,193,texas aandm,1,1,4.4,32,,121,6.96,4.25,1,1,0,1,1,1,74,198,2627,19,361,262.7,1.9,36.1,7.27700831,0.052631579,,,,,22,2006,7,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.161290323
Richard Marshall,2006,DB,car,2,58,fresno st.,1,1,4.42,37,12,129,6.65,4.16,1,1,1,1,1,1,71,189,0,0,0,0,0,0,,,,,,,21,2014,124,31,23,36,0,0,FALSE,3,5,5,1,8,19,4.75,0.842213115
Rob Ninkovich,2006,DL,nor,5,135,purdue,1,1,4.91,34.5,23,116,6.96,4.18,1,1,1,1,1,1,75,260,1,1,1,0.090909091,0.090909091,0.090909091,1,1,,,,,22,2016,131,51,0,59,0,0,FALSE,7,0,0,0,2,2,0.5,0.267990074
Rob Sims,2006,OL,sea,4,128,ohio st.,1,1,5.25,,27,,,,1,0,1,0,0,0,75,307,0,0,0,0,0,0,,,,,,,22,2014,125,46,13,54,0,0,FALSE,7,2,8,0,6,16,4,0.658333333
Rocky McIntosh,2006,LB,was,2,35,miami (fl),0,1,4.62,41.5,18,119,,,1,1,1,1,0,0,74,237,0,0,0,,,,,,,,,,23,2013,124,38,33,43,0,0,FALSE,5,2,7,9,8,26,6.5,0.877800407
Rodrique Wright,2006,DL,mia,7,226,texas,1,1,5.08,32,31,110,7.84,4.51,1,1,1,1,1,1,77,300,0,0,0,0,0,0,,,,,,,22,2008,13,4,4,4,0,0,FALSE,0,0,4,0,0,4,1,0.332876712
Roman Harper,2006,DB,nor,2,43,alabama,1,1,4.5,,19,,,,1,0,1,0,0,0,72,198,0,0,0,0,0,0,,,,,,,23,2016,156,49,40,61,0,2,FALSE,8,2,7,6,7,22,5.5,0.890027322
Ryan Cook,2006,OL,min,2,51,new mexico,1,1,5.47,26.5,28,97,7.93,4.66,1,1,1,1,1,1,79,328,0,0,0,0,0,0,,,,,,,23,2012,90,23,17,25,0,0,FALSE,3,1,6,6,2,15,3.75,0.593457944
Ryan LaCasse,2006,LB,bal,7,219,syracuse,1,0,4.62,34,34,113,7.25,4.3,1,1,1,1,1,1,74,257,0,0,0,0,0,0,,,,,,,23,2006,12,1,,1,0,0,FALSE,0,1,0,0,0,1,0.25,0.15885947
Ryan O'Callaghan,2006,OL,nwe,5,136,california,1,1,5.39,25,21,92,,,1,1,1,1,0,0,79,344,0,0,0,0,0,0,,,,,,,23,2010,51,11,6,12,0,0,FALSE,1,4,2,0,5,11,2.75,0.526785714
Ryan Plackemeier,2006,P,sea,7,239,wake forest,1,1,5.2,,,,,,1,0,0,0,0,0,75,253,0,0,0,0,0,0,,,,,,,22,2008,43,5,4,5,0,0,FALSE,0,3,1,1,0,5,1.25,0.285714286
Sam Koch,2006,P,bal,6,203,nebraska,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,24,2021,256,25,25,36,0,1,FALSE,0,2,2,3,2,9,2.25,0.771428571
Santonio Holmes,2006,WR,pit,1,25,ohio st.,1,1,4.35,,,,,,1,0,0,0,0,0,71,188,977,11,53,81.41666667,0.916666667,4.416666667,18.43396226,0.20754717,,,,,22,2014,112,47,35,54,0,0,FALSE,6,8,11,7,11,37,9.25,0.972270364
Sinorice Moss,2006,WR,nyg,2,44,miami (fl),1,1,4.38,,,,,,1,0,0,0,0,0,68,185,669,6,44,55.75,0.5,3.666666667,15.20454545,0.136363636,,,,,22,2009,37,4,4,4,0,0,FALSE,0,0,2,2,0,4,1,0.464471404
Skyler Green,2006,WR,dal,4,125,lsu,1,1,4.53,34,,118,,,1,1,0,1,0,0,69,192,394,0,48,30.30769231,0,3.692307692,8.208333333,0,,,,,21,2008,11,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.1152513
Spencer Toone,2006,LB,ten,7,245,utah,1,0,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,26,2006,3,0,0,0,0,0,FALSE,0,0,0,0,0,0,0,0.061099796
